country_iso_a3,year,month,n_users
MLT,2022,3,29
MLT,2022,4,30
MLT,2022,5,36
MLT,2022,6,39
MLT,2022,7,20
MLT,2022,8,27
MLT,2022,9,28
MLT,2022,10,42
MLT,2022,11,37
MLT,2022,12,39
MLT,2023,1,49
MLT,2023,2,38
MLT,2023,3,40
MLT,2023,4,35
MLT,2023,5,50
MLT,2023,6,43
MLT,2023,7,26
MLT,2023,8,24
MMR,2022,1,107
MMR,2022,2,73
MMR,2022,3,73
MMR,2022,4,74
MMR,2022,5,74
MMR,2022,6,73
MMR,2022,7,92
MMR,2022,8,83
MMR,2022,9,71
MMR,2022,10,86
MMR,2022,11,80
MMR,2022,12,105
MMR,2023,1,106
MMR,2023,2,106
MMR,2023,3,96
MMR,2023,4,102
MMR,2023,5,88
MMR,2023,6,107
MMR,2023,7,98
MMR,2023,8,72
MNE,2022,1,46
MNE,2022,2,33
MNE,2022,3,35
MNE,2022,4,52
MNE,2022,5,54
MNE,2022,6,77
MNE,2022,7,112
MNE,2022,8,105
MNE,2022,9,73
MNE,2022,10,71
MNE,2022,11,58
MNE,2022,12,63
MNE,2023,1,68
MNE,2023,2,87
MNE,2023,3,79
MNE,2023,4,73
MNE,2023,5,91
MNE,2023,6,136
MNE,2023,7,170
MNE,2023,8,72
MNG,2022,1,59
MNG,2022,2,61
MNG,2022,3,58
MNG,2022,4,126
MNG,2022,5,129
MNG,2022,6,51
MNG,2022,7,70
MNG,2022,8,74
MNG,2022,9,58
MNG,2022,10,58
MNG,2022,11,85
MNG,2022,12,47
MNG,2023,1,57
MNG,2023,2,57
MNG,2023,3,44
MNG,2023,4,44
MNG,2023,5,39
MNG,2023,6,55
MNG,2023,7,63
MNG,2023,8,41
MOZ,2022,1,155
MOZ,2022,2,170
MOZ,2022,3,203
MOZ,2022,4,289
MOZ,2022,5,454
MOZ,2022,6,355
MOZ,2022,7,162
MOZ,2022,8,172
MOZ,2022,9,45
MOZ,2022,10,57
MOZ,2022,11,55
MOZ,2022,12,46
MOZ,2023,1,39
MOZ,2023,2,57
MOZ,2023,3,135
MOZ,2023,4,108
MOZ,2023,5,81
MOZ,2023,6,62
MOZ,2023,7,169
MOZ,2023,8,64
MRT,2022,1,605
MRT,2022,2,401
MRT,2022,3,513
MRT,2022,4,291
MRT,2022,5,487
MRT,2022,6,260
MRT,2022,7,141
MRT,2022,8,165
MRT,2022,9,125
MRT,2022,10,302
MRT,2022,11,150
MRT,2022,12,59
MRT,2023,1,49
MRT,2023,2,69
MRT,2023,3,70
MRT,2023,4,33
MRT,2023,5,47
MRT,2023,6,31
MRT,2023,7,29
MRT,2023,8,15
MSR,2022,1,2
MSR,2022,2,3
MSR,2022,3,4
MSR,2022,5,1
MSR,2022,7,1
MSR,2022,9,1
MSR,2022,10,1
MSR,2022,11,2
MSR,2022,12,3
MSR,2023,1,2
MSR,2023,2,3
MSR,2023,3,4
MSR,2023,4,3
MSR,2023,5,3
MSR,2023,6,3
MSR,2023,7,1
MUS,2022,1,36
MUS,2022,2,23
MUS,2022,3,27
MUS,2022,4,33
MUS,2022,5,21
MUS,2022,6,21
MUS,2022,7,26
MUS,2022,8,24
MUS,2022,9,18
MUS,2022,10,41
MUS,2022,11,41
MUS,2022,12,29
MUS,2023,1,39
MUS,2023,2,23
MUS,2023,3,32
MUS,2023,4,25
MUS,2023,5,49
MUS,2023,6,25
MUS,2023,7,25
MUS,2023,8,18
MWI,2022,1,105
MWI,2022,2,66
MWI,2022,3,109
MWI,2022,4,84
MWI,2022,5,98
MWI,2022,6,63
MWI,2022,7,99
MWI,2022,8,68
MWI,2022,9,71
MWI,2022,10,94
MWI,2022,11,220
MWI,2022,12,57
MWI,2023,1,59
MWI,2023,2,186
MWI,2023,3,797
MWI,2023,4,1252
MWI,2023,5,777
MWI,2023,6,618
MWI,2023,7,154
MWI,2023,8,121
MYS,2022,1,207
MYS,2022,2,262
MYS,2022,3,270
MYS,2022,4,220
MYS,2022,5,242
MYS,2022,6,236
MYS,2022,7,203
MYS,2022,8,268
MYS,2022,9,284
MYS,2022,10,224
MYS,2022,11,190
MYS,2022,12,223
MYS,2023,1,265
MYS,2023,2,234
MYS,2023,3,268
MYS,2023,4,253
MYS,2023,5,257
MYS,2023,6,290
MYS,2023,7,225
MYS,2023,8,164
NAM,2022,1,59
NAM,2022,2,50
NAM,2022,3,65
NAM,2022,4,60
NAM,2022,5,88
NAM,2022,6,74
NAM,2022,7,83
NAM,2022,8,73
NAM,2022,9,103
NAM,2022,10,123
NAM,2022,11,107
NAM,2022,12,49
NAM,2023,1,125
NAM,2023,2,89
NAM,2023,3,111
NAM,2023,4,115
NAM,2023,5,104
NAM,2023,6,83
NAM,2023,7,56
NAM,2023,8,65
NER,2022,1,66
NER,2022,2,113
NER,2022,3,60
NER,2022,4,48
NER,2022,5,65
NER,2022,6,60
NER,2022,7,58
NER,2022,8,90
NER,2022,9,109
NER,2022,10,124
NER,2022,11,172
NER,2022,12,77
NER,2023,1,182
NER,2023,2,142
NER,2023,3,148
NER,2023,4,71
NER,2023,5,153
NER,2023,6,109
NER,2023,7,70
NER,2023,8,52
NGA,2022,1,799
NGA,2022,2,661
NGA,2022,3,706
NGA,2022,4,376
NGA,2022,5,472
NGA,2022,6,532
NGA,2022,7,439
NGA,2022,8,454
NGA,2022,9,868
NGA,2022,10,1005
NGA,2022,11,1114
NGA,2022,12,1022
NGA,2023,1,658
NGA,2023,2,271
NGA,2023,3,303
NGA,2023,4,292
NGA,2023,5,284
NGA,2023,6,374
NGA,2023,7,205
NGA,2023,8,179
NIC,2022,1,70
NIC,2022,2,63
NIC,2022,3,65
NIC,2022,4,51
NIC,2022,5,55
NIC,2022,6,44
NIC,2022,7,35
NIC,2022,8,47
NIC,2022,9,43
NIC,2022,10,45
NIC,2022,11,59
NIC,2022,12,40
NIC,2023,1,64
NIC,2023,2,48
NIC,2023,3,51
NIC,2023,4,41
NIC,2023,5,84
NIC,2023,6,75
NIC,2023,7,74
NIC,2023,8,37
NIU,2022,1,4
NIU,2022,2,1
NIU,2022,3,1
NIU,2022,5,1
NIU,2022,8,1
NIU,2022,9,1
NIU,2022,10,1
NIU,2023,1,2
NIU,2023,3,2
NIU,2023,4,2
NIU,2023,6,2
NIU,2023,7,3
NLD,2022,1,806
NLD,2022,2,800
NLD,2022,3,919
NLD,2022,4,855
NLD,2022,5,971
NLD,2022,6,924
NLD,2022,7,956
NLD,2022,8,1032
NLD,2022,9,927
NLD,2022,10,962
NLD,2022,11,899
NLD,2022,12,800
NLD,2023,1,840
NLD,2023,2,855
NLD,2023,3,919
NLD,2023,4,1003
NLD,2023,5,1016
NLD,2023,6,985
NLD,2023,7,1085
NLD,2023,8,770
NOR,2022,1,307
NOR,2022,2,274
NOR,2022,3,313
NOR,2022,4,301
NOR,2022,5,380
NOR,2022,6,365
NOR,2022,7,446
NOR,2022,8,470
NOR,2022,9,393
NOR,2022,10,382
NOR,2022,11,342
NOR,2022,12,302
NOR,2023,1,302
NOR,2023,2,328
NOR,2023,3,304
NOR,2023,4,316
NOR,2023,5,344
NOR,2023,6,386
NOR,2023,7,477
NOR,2023,8,389
NPL,2022,1,419
NPL,2022,2,462
NPL,2022,3,433
NPL,2022,4,365
NPL,2022,5,290
NPL,2022,6,302
NPL,2022,7,264
NPL,2022,8,274
NPL,2022,9,320
NPL,2022,10,252
NPL,2022,11,458
NPL,2022,12,347
NPL,2023,1,375
NPL,2023,2,341
NPL,2023,3,298
NPL,2023,4,296
NPL,2023,5,335
NPL,2023,6,296
NPL,2023,7,378
NPL,2023,8,157
NRU,2022,1,2
NRU,2022,2,2
NRU,2022,3,4
NRU,2022,5,3
NRU,2022,7,1
NRU,2022,9,1
NRU,2022,10,2
NRU,2023,1,1
NRU,2023,2,1
NRU,2023,3,3
NRU,2023,4,2
NRU,2023,5,1
NRU,2023,6,6
NRU,2023,7,3
NRU,2023,8,1
NZL,2022,1,206
NZL,2022,2,161
NZL,2022,3,168
NZL,2022,4,156
NZL,2022,5,213
NZL,2022,6,152
NZL,2022,7,186
NZL,2022,8,193
NZL,2022,9,176
NZL,2022,10,202
NZL,2022,11,212
NZL,2022,12,217
NZL,2023,1,234
NZL,2023,2,205
NZL,2023,3,227
NZL,2023,4,201
NZL,2023,5,226
NZL,2023,6,205
NZL,2023,7,201
NZL,2023,8,162
OMN,2022,1,34
OMN,2022,2,29
OMN,2022,3,28
OMN,2022,4,36
OMN,2022,5,58
OMN,2022,6,42
OMN,2022,7,34
OMN,2022,8,29
OMN,2022,9,38
OMN,2022,10,41
OMN,2022,11,47
OMN,2022,12,49
OMN,2023,1,45
OMN,2023,2,38
OMN,2023,3,39
OMN,2023,4,39
OMN,2023,5,38
OMN,2023,6,37
OMN,2023,7,29
OMN,2023,8,39
PAK,2022,1,159
PAK,2022,2,156
PAK,2022,3,150
PAK,2022,4,122
PAK,2022,5,130
PAK,2022,6,130
PAK,2022,7,126
PAK,2022,8,156
PAK,2022,9,260
PAK,2022,10,230
PAK,2022,11,269
PAK,2022,12,286
PAK,2023,1,214
PAK,2023,2,171
PAK,2023,3,143
PAK,2023,4,110
PAK,2023,5,97
PAK,2023,6,112
PAK,2023,7,135
PAK,2023,8,92
PAN,2022,1,52
PAN,2022,2,57
PAN,2022,3,39
PAN,2022,4,36
PAN,2022,5,50
PAN,2022,6,33
PAN,2022,7,38
PAN,2022,8,46
PAN,2022,9,42
PAN,2022,10,62
PAN,2022,11,72
PAN,2022,12,54
PAN,2023,1,59
PAN,2023,2,34
PAN,2023,3,45
PAN,2023,4,50
PAN,2023,5,43
PAN,2023,6,35
PAN,2023,7,39
PAN,2023,8,29
PCN,2022,1,4
PCN,2022,2,2
PCN,2022,3,1
PCN,2022,4,3
PCN,2022,5,1
PCN,2022,7,2
PCN,2022,8,1
PCN,2022,9,1
PCN,2022,10,1
PCN,2022,11,1
PCN,2022,12,1
PCN,2023,1,2
PCN,2023,3,1
PCN,2023,5,4
PCN,2023,6,2
PCN,2023,7,12
PCN,2023,8,1
PER,2022,1,178
PER,2022,2,141
PER,2022,3,178
PER,2022,4,201
PER,2022,5,168
PER,2022,6,123
PER,2022,7,163
PER,2022,8,194
PER,2022,9,202
PER,2022,10,185
PER,2022,11,172
PER,2022,12,167
PER,2023,1,150
PER,2023,2,125
PER,2023,3,187
PER,2023,4,204
PER,2023,5,199
PER,2023,6,192
PER,2023,7,292
PER,2023,8,160
PHL,2022,1,663
PHL,2022,2,629
PHL,2022,3,461
PHL,2022,4,663
PHL,2022,5,517
PHL,2022,6,457
PHL,2022,7,519
PHL,2022,8,624
PHL,2022,9,581
PHL,2022,10,542
PHL,2022,11,544
PHL,2022,12,379
PHL,2023,1,549
PHL,2023,2,591
PHL,2023,3,655
PHL,2023,4,625
PHL,2023,5,772
PHL,2023,6,873
PHL,2023,7,758
PHL,2023,8,419
PLW,2022,1,5
PLW,2022,2,2
PLW,2022,3,2
PLW,2022,4,2
PLW,2022,5,5
PLW,2022,6,3
PLW,2022,7,2
PLW,2022,8,4
PLW,2022,9,3
PLW,2022,10,1
PLW,2022,11,1
PLW,2022,12,2
PLW,2023,1,2
PLW,2023,2,3
PLW,2023,3,5
PLW,2023,4,3
PLW,2023,5,2
PLW,2023,6,5
PLW,2023,7,2
PNG,2022,1,28
PNG,2022,2,27
PNG,2022,3,33
PNG,2022,4,27
PNG,2022,5,21
PNG,2022,6,19
PNG,2022,7,26
PNG,2022,8,27
PNG,2022,9,18
PNG,2022,10,19
PNG,2022,11,13
PNG,2022,12,12
PNG,2023,1,13
PNG,2023,2,24
PNG,2023,3,25
PNG,2023,4,21
PNG,2023,5,18
PNG,2023,6,26
PNG,2023,7,20
PNG,2023,8,12
POL,2022,1,1563
POL,2022,2,1400
POL,2022,3,1554
POL,2022,4,1491
POL,2022,5,1633
POL,2022,6,1462
POL,2022,7,1624
POL,2022,8,1694
POL,2022,9,1538
POL,2022,10,1654
POL,2022,11,1562
POL,2022,12,1478
POL,2023,1,1600
POL,2023,2,1507
POL,2023,3,1685
POL,2023,4,1687
POL,2023,5,1781
POL,2023,6,1709
POL,2023,7,1875
POL,2023,8,1338
PRK,2022,1,51
PRK,2022,2,51
PRK,2022,3,34
PRK,2022,4,28
PRK,2022,5,41
PRK,2022,6,27
PRK,2022,7,30
PRK,2022,8,41
PRK,2022,9,31
PRK,2022,10,51
PRK,2022,11,40
PRK,2022,12,51
PRK,2023,1,36
PRK,2023,2,38
PRK,2023,3,29
PRK,2023,4,32
PRK,2023,5,27
PRK,2023,6,37
PRK,2023,7,47
PRK,2023,8,18
PRT,2022,1,362
PRT,2022,2,357
PRT,2022,3,398
PRT,2022,4,397
PRT,2022,5,456
PRT,2022,6,368
PRT,2022,7,420
PRT,2022,8,464
PRT,2022,9,452
PRT,2022,10,466
PRT,2022,11,408
PRT,2022,12,416
PRT,2023,1,426
PRT,2023,2,407
PRT,2023,3,471
PRT,2023,4,431
PRT,2023,5,473
PRT,2023,6,473
PRT,2023,7,490
PRT,2023,8,365
PRY,2022,1,72
PRY,2022,2,61
PRY,2022,3,94
PRY,2022,4,53
PRY,2022,5,79
PRY,2022,6,95
PRY,2022,7,95
PRY,2022,8,90
PRY,2022,9,98
PRY,2022,10,84
PRY,2022,11,127
PRY,2022,12,101
PRY,2023,1,65
PRY,2023,2,63
PRY,2023,3,111
PRY,2023,4,106
PRY,2023,5,118
PRY,2023,6,94
PRY,2023,7,82
PRY,2023,8,62
QAT,2022,1,29
QAT,2022,2,58
QAT,2022,3,82
QAT,2022,4,58
QAT,2022,5,24
QAT,2022,6,69
QAT,2022,7,46
QAT,2022,8,62
QAT,2022,9,28
QAT,2022,10,42
QAT,2022,11,264
QAT,2022,12,126
QAT,2023,1,87
QAT,2023,2,56
QAT,2023,3,56
QAT,2023,4,52
QAT,2023,5,69
QAT,2023,6,66
QAT,2023,7,44
QAT,2023,8,23
ROU,2022,1,311
ROU,2022,2,268
ROU,2022,3,300
ROU,2022,4,276
ROU,2022,5,327
ROU,2022,6,307
ROU,2022,7,322
ROU,2022,8,385
ROU,2022,9,313
ROU,2022,10,341
ROU,2022,11,308
ROU,2022,12,307
ROU,2023,1,281
ROU,2023,2,282
ROU,2023,3,304
ROU,2023,4,316
ROU,2023,5,333
ROU,2023,6,356
ROU,2023,7,418
ROU,2023,8,282
RUS,2022,1,1806
RUS,2022,2,1605
RUS,2022,3,1389
RUS,2022,4,1653
RUS,2022,5,1945
RUS,2022,6,2075
RUS,2022,7,2069
RUS,2022,8,2104
RUS,2022,9,1798
RUS,2022,10,1846
RUS,2022,11,1782
RUS,2022,12,1546
RUS,2023,1,1611
RUS,2023,2,1620
RUS,2023,3,1884
RUS,2023,4,1755
RUS,2023,5,1857
RUS,2023,6,1842
RUS,2023,7,2056
RUS,2023,8,1468
RWA,2022,1,36
RWA,2022,2,39
RWA,2022,3,46
RWA,2022,4,35
RWA,2022,5,35
RWA,2022,6,21
RWA,2022,7,23
RWA,2022,8,102
RWA,2022,9,25
RWA,2022,10,46
RWA,2022,11,36
RWA,2022,12,40
RWA,2023,1,49
RWA,2023,2,301
RWA,2023,3,251
RWA,2023,4,228
RWA,2023,5,377
RWA,2023,6,197
RWA,2023,7,67
RWA,2023,8,50
SAU,2022,1,119
SAU,2022,2,105
SAU,2022,3,110
SAU,2022,4,99
SAU,2022,5,113
SAU,2022,6,122
SAU,2022,7,122
SAU,2022,8,181
SAU,2022,9,193
SAU,2022,10,184
SAU,2022,11,145
SAU,2022,12,190
SAU,2023,1,192
SAU,2023,2,208
SAU,2023,3,163
SAU,2023,4,144
SAU,2023,5,145
SAU,2023,6,130
SAU,2023,7,96
SAU,2023,8,60
SDN,2022,1,80
SDN,2022,2,80
SDN,2022,3,74
SDN,2022,4,60
SDN,2022,5,76
SDN,2022,6,92
SDN,2022,7,55
SDN,2022,8,49
SDN,2022,9,854
SDN,2022,10,378
SDN,2022,11,106
SDN,2022,12,51
SDN,2023,1,57
SDN,2023,2,53
SDN,2023,3,58
SDN,2023,4,51
SDN,2023,5,63
SDN,2023,6,64
SDN,2023,7,307
SDN,2023,8,135
SEN,2022,1,92
SEN,2022,2,107
SEN,2022,3,83
SEN,2022,4,56
SEN,2022,5,64
SEN,2022,6,79
SEN,2022,7,67
SEN,2022,8,48
SEN,2022,9,66
SEN,2022,10,92
SEN,2022,11,123
SEN,2022,12,93
SEN,2023,1,58
SEN,2023,2,64
SEN,2023,3,84
SEN,2023,4,69
SEN,2023,5,142
SEN,2023,6,61
SEN,2023,7,58
SEN,2023,8,27
SGP,2022,1,105
SGP,2022,2,102
SGP,2022,3,83
SGP,2022,4,69
SGP,2022,5,76
SGP,2022,6,75
SGP,2022,7,75
SGP,2022,8,94
SGP,2022,9,98
SGP,2022,10,90
SGP,2022,11,82
SGP,2022,12,94
SGP,2023,1,79
SGP,2023,2,77
SGP,2023,3,102
SGP,2023,4,82
SGP,2023,5,82
SGP,2023,6,80
SGP,2023,7,87
SGP,2023,8,73
SGS,2022,1,3
SGS,2022,2,1
SGS,2022,3,3
SGS,2022,4,5
SGS,2022,5,2
SGS,2022,6,2
SGS,2022,7,2
SGS,2022,8,2
SGS,2022,9,1
SGS,2022,10,2
SGS,2022,11,5
SGS,2022,12,4
SGS,2023,1,1
SGS,2023,3,5
SGS,2023,4,4
SGS,2023,5,6
SGS,2023,7,2
SGS,2023,8,3
SHN,2022,1,2
SHN,2022,2,1
SHN,2022,3,5
SHN,2022,4,5
SHN,2022,5,9
SHN,2022,6,2
SHN,2022,7,6
SHN,2022,8,1
SHN,2022,9,8
SHN,2022,10,8
SHN,2022,11,7
SHN,2022,12,11
SHN,2023,1,6
SHN,2023,2,3
SHN,2023,3,9
SHN,2023,4,6
SHN,2023,5,5
SHN,2023,6,5
SHN,2023,7,4
SHN,2023,8,3
SLB,2022,1,8
SLB,2022,2,4
SLB,2022,3,7
SLB,2022,4,3
SLB,2022,5,6
SLB,2022,6,39
SLB,2022,7,11
SLB,2022,8,11
SLB,2022,9,18
SLB,2022,10,22
SLB,2022,11,6
SLB,2022,12,4
SLB,2023,1,3
SLB,2023,2,4
SLB,2023,3,2
SLB,2023,4,8
SLB,2023,5,3
SLB,2023,6,2
SLB,2023,7,3
SLB,2023,8,4
SLE,2022,1,33
SLE,2022,2,68
SLE,2022,3,144
SLE,2022,4,58
SLE,2022,5,37
SLE,2022,6,49
SLE,2022,7,36
SLE,2022,8,24
SLE,2022,9,50
SLE,2022,10,30
SLE,2022,11,33
SLE,2022,12,43
SLE,2023,1,40
SLE,2023,2,32
SLE,2023,3,53
SLE,2023,4,29
SLE,2023,5,30
SLE,2023,6,24
SLE,2023,7,17
SLE,2023,8,11
SLV,2022,1,55
SLV,2022,2,70
SLV,2022,3,77
SLV,2022,4,54
SLV,2022,5,41
SLV,2022,6,34
SLV,2022,7,29
SLV,2022,8,75
SLV,2022,9,50
SLV,2022,10,58
SLV,2022,11,825
SLV,2022,12,1191
SLV,2023,1,1304
SLV,2023,2,740
SLV,2023,3,733
SLV,2023,4,881
SLV,2023,5,699
SLV,2023,6,153
SLV,2023,7,69
SLV,2023,8,37
SMR,2022,1,8
SMR,2022,2,4
SMR,2022,3,5
SMR,2022,4,8
SMR,2022,5,6
SMR,2022,6,4
SMR,2022,7,4
SMR,2022,8,7
SMR,2022,9,10
SMR,2022,10,10
SMR,2022,11,4
SMR,2022,12,4
SMR,2023,1,8
SMR,2023,2,4
SMR,2023,3,13
SMR,2023,4,13
SMR,2023,5,6
SMR,2023,6,20
SMR,2023,7,8
SMR,2023,8,2
SOM,2022,1,114
SOM,2022,2,133
SOM,2022,3,107
SOM,2022,4,57
SOM,2022,5,126
SOM,2022,6,175
SOM,2022,7,75
SOM,2022,8,58
SOM,2022,9,92
SOM,2022,10,150
SOM,2022,11,467
SOM,2022,12,174
SOM,2023,1,88
SOM,2023,2,69
SOM,2023,3,51
SOM,2023,4,93
SOM,2023,5,86
SOM,2023,6,87
SOM,2023,7,60
SOM,2023,8,105
SRB,2022,1,153
SRB,2022,2,130
SRB,2022,3,213
SRB,2022,4,209
SRB,2022,5,167
SRB,2022,6,162
SRB,2022,7,176
SRB,2022,8,179
SRB,2022,9,181
SRB,2022,10,167
SRB,2022,11,188
SRB,2022,12,169
SRB,2023,1,194
SRB,2023,2,180
SRB,2023,3,195
SRB,2023,4,180
SRB,2023,5,197
SRB,2023,6,162
SRB,2023,7,206
SRB,2023,8,159
SSD,2022,1,75
SSD,2022,2,46
SSD,2022,3,169
SSD,2022,4,695
SSD,2022,5,508
SSD,2022,6,60
SSD,2022,7,63
SSD,2022,8,46
SSD,2022,9,41
SSD,2022,10,100
SSD,2022,11,193
SSD,2022,12,266
SSD,2023,1,106
SSD,2023,2,87
SSD,2023,3,68
SSD,2023,4,43
SSD,2023,5,48
SSD,2023,6,73
SSD,2023,7,31
SSD,2023,8,18
STP,2022,1,8
STP,2022,2,3
STP,2022,3,2
STP,2022,4,4
STP,2022,5,3
STP,2022,6,3
STP,2022,7,4
STP,2022,8,1
STP,2022,9,4
STP,2022,10,2
STP,2022,11,3
STP,2022,12,4
STP,2023,1,6
STP,2023,2,2
STP,2023,3,8
STP,2023,4,4
STP,2023,5,7
STP,2023,6,7
STP,2023,7,8
STP,2023,8,5
SUR,2022,1,17
SUR,2022,2,20
SUR,2022,3,8
SUR,2022,4,6
SUR,2022,5,19
SUR,2022,6,11
SUR,2022,7,8
SUR,2022,8,17
SUR,2022,9,15
SUR,2022,10,10
SUR,2022,11,14
SUR,2022,12,5
SUR,2023,1,17
SUR,2023,2,14
SUR,2023,3,12
SUR,2023,4,13
SUR,2023,5,14
SUR,2023,6,13
SUR,2023,7,10
SUR,2023,8,15
SVK,2022,1,297
SVK,2022,2,269
SVK,2022,3,296
SVK,2022,4,272
SVK,2022,5,309
SVK,2022,6,277
SVK,2022,7,305
SVK,2022,8,306
SVK,2022,9,287
SVK,2022,10,322
SVK,2022,11,297
SVK,2022,12,269
SVK,2023,1,303
SVK,2023,2,269
SVK,2023,3,281
SVK,2023,4,335
SVK,2023,5,329
SVK,2023,6,380
SVK,2023,7,379
SVK,2023,8,270
SVN,2022,1,168
SVN,2022,2,171
SVN,2022,3,166
SVN,2022,4,160
SVN,2022,5,185
SVN,2022,6,162
SVN,2022,7,218
SVN,2022,8,266
SVN,2022,9,226
SVN,2022,10,209
SVN,2022,11,182
SVN,2022,12,162
SVN,2023,1,193
SVN,2023,2,155
SVN,2023,3,194
SVN,2023,4,194
SVN,2023,5,224
SVN,2023,6,218
SVN,2023,7,257
SVN,2023,8,191
SWE,2022,1,522
SWE,2022,2,492
SWE,2022,3,534
SWE,2022,4,538
SWE,2022,5,673
SWE,2022,6,675
SWE,2022,7,760
SWE,2022,8,852
SWE,2022,9,642
SWE,2022,10,649
SWE,2022,11,568
SWE,2022,12,508
SWE,2023,1,544
SWE,2023,2,525
SWE,2023,3,529
SWE,2023,4,574
SWE,2023,5,591
SWE,2023,6,587
SWE,2023,7,794
SWE,2023,8,618
SWZ,2022,1,18
SWZ,2022,2,11
SWZ,2022,3,8
SWZ,2022,4,7
SWZ,2022,5,66
SWZ,2022,6,17
SWZ,2022,7,17
SWZ,2022,8,28
SWZ,2022,9,12
SWZ,2022,10,12
SWZ,2022,11,15
SWZ,2022,12,13
SWZ,2023,1,12
SWZ,2023,2,5
SWZ,2023,3,6
SWZ,2023,4,7
SWZ,2023,5,16
SWZ,2023,6,22
SWZ,2023,7,21
SWZ,2023,8,9
SYC,2022,1,16
SYC,2022,2,7
SYC,2022,3,15
SYC,2022,4,7
SYC,2022,5,8
SYC,2022,6,8
SYC,2022,7,14
SYC,2022,8,8
SYC,2022,9,6
SYC,2022,10,7
SYC,2022,11,11
SYC,2022,12,14
SYC,2023,1,9
SYC,2023,2,8
SYC,2023,3,16
SYC,2023,4,6
SYC,2023,5,12
SYC,2023,6,10
SYC,2023,7,11
SYC,2023,8,3
SYR,2022,1,91
SYR,2022,2,44
SYR,2022,3,49
SYR,2022,4,43
SYR,2022,5,68
SYR,2022,6,53
SYR,2022,7,55
SYR,2022,8,59
SYR,2022,9,39
SYR,2022,10,105
SYR,2022,11,59
SYR,2022,12,79
SYR,2023,1,74
SYR,2023,2,3670
SYR,2023,3,1275
SYR,2023,4,132
SYR,2023,5,199
SYR,2023,6,157
SYR,2023,7,84
SYR,2023,8,48
TCA,2022,1,6
TCA,2022,2,11
TCA,2022,3,5
TCA,2022,4,7
TCA,2022,5,5
TCA,2022,6,2
TCA,2022,7,4
TCA,2022,8,3
TCA,2022,9,6
TCA,2022,10,1
TCA,2022,11,1
TCA,2022,12,3
TCA,2023,1,7
TCA,2023,2,3
TCA,2023,3,6
TCA,2023,4,5
TCA,2023,5,3
TCA,2023,6,7
TCA,2023,7,3
TCA,2023,8,1
TCD,2022,1,190
TCD,2022,2,268
TCD,2022,3,294
TCD,2022,4,278
TCD,2022,5,320
TCD,2022,6,402
TCD,2022,7,142
TCD,2022,8,48
TCD,2022,9,46
TCD,2022,10,93
TCD,2022,11,149
TCD,2022,12,58
TCD,2023,1,226
TCD,2023,2,55
TCD,2023,3,43
TCD,2023,4,33
TCD,2023,5,61
TCD,2023,6,130
TCD,2023,7,184
TCD,2023,8,65
TGO,2022,1,138
TGO,2022,2,82
TGO,2022,3,59
TGO,2022,4,50
TGO,2022,5,101
TGO,2022,6,58
TGO,2022,7,39
TGO,2022,8,42
TGO,2022,9,35
TGO,2022,10,48
TGO,2022,11,52
TGO,2022,12,53
TGO,2023,1,60
TGO,2023,2,51
TGO,2023,3,57
TGO,2023,4,121
TGO,2023,5,79
TGO,2023,6,77
TGO,2023,7,54
TGO,2023,8,47
THA,2022,1,376
THA,2022,2,218
THA,2022,3,280
THA,2022,4,294
THA,2022,5,208
THA,2022,6,216
THA,2022,7,197
THA,2022,8,216
THA,2022,9,198
THA,2022,10,288
THA,2022,11,288
THA,2022,12,351
THA,2023,1,377
THA,2023,2,390
THA,2023,3,390
THA,2023,4,322
THA,2023,5,248
THA,2023,6,298
THA,2023,7,292
THA,2023,8,191
TKL,2022,1,2
TKL,2022,2,2
TKL,2022,3,2
TKL,2022,4,2
TKL,2022,5,1
TKL,2022,6,2
TKL,2022,12,1
TKL,2023,2,2
TKL,2023,3,1
TKL,2023,4,1
TKL,2023,5,1
TKL,2023,6,1
TKM,2022,1,36
TKM,2022,2,34
TKM,2022,3,48
TKM,2022,4,40
TKM,2022,5,37
TKM,2022,6,29
TKM,2022,7,34
TKM,2022,8,40
TKM,2022,9,25
TKM,2022,10,34
TKM,2022,11,28
TKM,2022,12,37
TKM,2023,1,54
TKM,2023,2,49
TKM,2023,3,33
TKM,2023,4,45
TKM,2023,5,25
TKM,2023,6,47
TKM,2023,7,33
TKM,2023,8,24
TLS,2022,1,22
TLS,2022,2,13
TLS,2022,3,36
TLS,2022,4,5
TLS,2022,5,8
TLS,2022,6,17
TLS,2022,7,88
TLS,2022,8,83
TLS,2022,9,28
TLS,2022,10,135
TLS,2022,11,85
TLS,2022,12,19
TLS,2023,1,42
TLS,2023,2,61
TLS,2023,3,50
TLS,2023,4,35
TLS,2023,5,51
TLS,2023,6,102
TLS,2023,7,42
TLS,2023,8,142
TON,2022,1,27
TON,2022,2,6
TON,2022,3,6
TON,2022,4,7
TON,2022,5,7
TON,2022,6,2
TON,2022,8,5
TON,2022,9,4
TON,2022,10,2
TON,2022,11,1
TON,2022,12,1
TON,2023,1,1
TON,2023,2,3
TON,2023,3,6
TON,2023,4,4
TON,2023,5,3
TON,2023,6,3
TON,2023,7,5
TON,2023,8,3
TTO,2022,1,25
TTO,2022,2,47
TTO,2022,3,30
TTO,2022,4,20
TTO,2022,5,24
TTO,2022,6,17
TTO,2022,7,18
