country_iso_a3,year,month,n_users
FRA,2022,11,3634
FRA,2022,12,3214
FRA,2023,1,3542
FRA,2023,2,3577
FRA,2023,3,3978
FRA,2023,4,4115
FRA,2023,5,4250
FRA,2023,6,3963
FRA,2023,7,4346
FRA,2023,8,3444
FRO,2022,1,10
FRO,2022,2,6
FRO,2022,3,13
FRO,2022,4,11
FRO,2022,5,11
FRO,2022,6,10
FRO,2022,7,15
FRO,2022,8,21
FRO,2022,9,9
FRO,2022,10,14
FRO,2022,11,16
FRO,2022,12,20
FRO,2023,1,10
FRO,2023,2,11
FRO,2023,3,14
FRO,2023,4,12
FRO,2023,5,18
FRO,2023,6,14
FRO,2023,7,11
FRO,2023,8,8
FSM,2022,1,3
FSM,2022,3,4
FSM,2022,4,3
FSM,2022,5,6
FSM,2022,6,1
FSM,2022,7,3
FSM,2022,8,2
FSM,2022,9,4
FSM,2022,10,1
FSM,2022,11,1
FSM,2022,12,3
FSM,2023,1,6
FSM,2023,2,6
FSM,2023,3,6
FSM,2023,4,2
FSM,2023,5,4
FSM,2023,6,3
FSM,2023,7,2
GAB,2022,1,23
GAB,2022,2,17
GAB,2022,3,20
GAB,2022,4,19
GAB,2022,5,11
GAB,2022,6,24
GAB,2022,7,19
GAB,2022,8,17
GAB,2022,9,18
GAB,2022,10,25
GAB,2022,11,36
GAB,2022,12,14
GAB,2023,1,26
GAB,2023,2,24
GAB,2023,3,23
GAB,2023,4,18
GAB,2023,5,33
GAB,2023,6,22
GAB,2023,7,21
GAB,2023,8,8
GBR,2022,1,2011
GBR,2022,2,1815
GBR,2022,3,2002
GBR,2022,4,2015
GBR,2022,5,2222
GBR,2022,6,1963
GBR,2022,7,2077
GBR,2022,8,2175
GBR,2022,9,1945
GBR,2022,10,2066
GBR,2022,11,1884
GBR,2022,12,1733
GBR,2023,1,1982
GBR,2023,2,2034
GBR,2023,3,2067
GBR,2023,4,2093
GBR,2023,5,2118
GBR,2023,6,2126
GBR,2023,7,2236
GBR,2023,8,1695
GEO,2022,1,99
GEO,2022,2,75
GEO,2022,3,132
GEO,2022,4,144
GEO,2022,5,176
GEO,2022,6,160
GEO,2022,7,200
GEO,2022,8,219
GEO,2022,9,168
GEO,2022,10,190
GEO,2022,11,153
GEO,2022,12,178
GEO,2023,1,181
GEO,2023,2,178
GEO,2023,3,187
GEO,2023,4,173
GEO,2023,5,168
GEO,2023,6,181
GEO,2023,7,240
GEO,2023,8,155
GGY,2022,1,4
GGY,2022,2,8
GGY,2022,3,7
GGY,2022,4,10
GGY,2022,5,18
GGY,2022,6,11
GGY,2022,7,10
GGY,2022,8,12
GGY,2022,9,8
GGY,2022,10,14
GGY,2022,11,6
GGY,2022,12,3
GGY,2023,1,6
GGY,2023,2,12
GGY,2023,3,13
GGY,2023,4,6
GGY,2023,5,15
GGY,2023,6,13
GGY,2023,7,8
GGY,2023,8,4
GHA,2022,1,114
GHA,2022,2,165
GHA,2022,3,117
GHA,2022,4,85
GHA,2022,5,109
GHA,2022,6,99
GHA,2022,7,118
GHA,2022,8,112
GHA,2022,9,129
GHA,2022,10,107
GHA,2022,11,126
GHA,2022,12,121
GHA,2023,1,114
GHA,2023,2,234
GHA,2023,3,205
GHA,2023,4,139
GHA,2023,5,150
GHA,2023,6,180
GHA,2023,7,128
GHA,2023,8,82
GIB,2022,1,2
GIB,2022,2,2
GIB,2022,3,5
GIB,2022,4,12
GIB,2022,5,5
GIB,2022,6,6
GIB,2022,7,5
GIB,2022,8,8
GIB,2022,9,12
GIB,2022,10,6
GIB,2022,11,2
GIB,2022,12,11
GIB,2023,1,4
GIB,2023,2,2
GIB,2023,3,5
GIB,2023,4,14
GIB,2023,5,9
GIB,2023,6,8
GIB,2023,7,9
GIB,2023,8,5
GIN,2022,1,49
GIN,2022,2,85
GIN,2022,3,138
GIN,2022,4,70
GIN,2022,5,87
GIN,2022,6,77
GIN,2022,7,65
GIN,2022,8,67
GIN,2022,9,73
GIN,2022,10,108
GIN,2022,11,71
GIN,2022,12,62
GIN,2023,1,82
GIN,2023,2,78
GIN,2023,3,75
GIN,2023,4,66
GIN,2023,5,71
GIN,2023,6,62
GIN,2023,7,41
GIN,2023,8,17
GMB,2022,1,33
GMB,2022,2,11
GMB,2022,3,9
GMB,2022,4,9
GMB,2022,5,19
GMB,2022,6,13
GMB,2022,7,12
GMB,2022,8,12
GMB,2022,9,21
GMB,2022,10,20
GMB,2022,11,21
GMB,2022,12,28
GMB,2023,1,23
GMB,2023,2,17
GMB,2023,3,25
GMB,2023,4,23
GMB,2023,5,23
GMB,2023,6,29
GMB,2023,7,19
GMB,2023,8,10
GNB,2022,1,8
GNB,2022,2,5
GNB,2022,3,7
GNB,2022,4,9
GNB,2022,5,7
GNB,2022,6,8
GNB,2022,7,9
GNB,2022,8,3
GNB,2022,9,7
GNB,2022,10,7
GNB,2022,11,10
GNB,2022,12,10
GNB,2023,1,12
GNB,2023,2,16
GNB,2023,3,16
GNB,2023,4,13
GNB,2023,5,14
GNB,2023,6,11
GNB,2023,7,6
GNB,2023,8,8
GNQ,2022,1,15
GNQ,2022,2,9
GNQ,2022,3,11
GNQ,2022,4,13
GNQ,2022,5,10
GNQ,2022,6,6
GNQ,2022,7,9
GNQ,2022,8,6
GNQ,2022,9,9
GNQ,2022,10,10
GNQ,2022,11,11
GNQ,2022,12,11
GNQ,2023,1,10
GNQ,2023,2,7
GNQ,2023,3,11
GNQ,2023,4,469
GNQ,2023,5,209
GNQ,2023,6,39
GNQ,2023,7,11
GNQ,2023,8,13
GRC,2022,1,274
GRC,2022,2,222
GRC,2022,3,252
GRC,2022,4,273
GRC,2022,5,345
GRC,2022,6,339
GRC,2022,7,429
GRC,2022,8,441
GRC,2022,9,407
GRC,2022,10,420
GRC,2022,11,308
GRC,2022,12,284
GRC,2023,1,275
GRC,2023,2,271
GRC,2023,3,276
GRC,2023,4,319
GRC,2023,5,361
GRC,2023,6,351
GRC,2023,7,423
GRC,2023,8,299
GRD,2022,1,7
GRD,2022,2,12
GRD,2022,3,7
GRD,2022,4,4
GRD,2022,5,6
GRD,2022,6,3
GRD,2022,7,4
GRD,2022,8,4
GRD,2022,9,1
GRD,2022,10,7
GRD,2022,11,8
GRD,2022,12,8
GRD,2023,1,5
GRD,2023,2,7
GRD,2023,3,12
GRD,2023,4,5
GRD,2023,5,1
GRD,2023,6,9
GRD,2023,7,5
GRD,2023,8,6
GRL,2022,1,11
GRL,2022,2,13
GRL,2022,3,23
GRL,2022,4,11
GRL,2022,5,14
GRL,2022,6,26
GRL,2022,7,19
GRL,2022,8,18
GRL,2022,9,14
GRL,2022,10,22
GRL,2022,11,21
GRL,2022,12,17
GRL,2023,1,24
GRL,2023,2,15
GRL,2023,3,27
GRL,2023,4,17
GRL,2023,5,17
GRL,2023,6,20
GRL,2023,7,20
GRL,2023,8,15
GTM,2022,1,843
GTM,2022,2,1859
GTM,2022,3,2110
GTM,2022,4,1498
GTM,2022,5,3029
GTM,2022,6,3666
GTM,2022,7,2202
GTM,2022,8,1242
GTM,2022,9,927
GTM,2022,10,1030
GTM,2022,11,1084
GTM,2022,12,187
GTM,2023,1,120
GTM,2023,2,85
GTM,2023,3,93
GTM,2023,4,94
GTM,2023,5,103
GTM,2023,6,114
GTM,2023,7,89
GTM,2023,8,82
GUY,2022,1,13
GUY,2022,2,15
GUY,2022,3,26
GUY,2022,4,7
GUY,2022,5,9
GUY,2022,6,12
GUY,2022,7,8
GUY,2022,8,7
GUY,2022,9,13
GUY,2022,10,22
GUY,2022,11,34
GUY,2022,12,11
GUY,2023,1,16
GUY,2023,2,11
GUY,2023,3,12
GUY,2023,4,24
GUY,2023,5,20
GUY,2023,6,33
GUY,2023,7,30
GUY,2023,8,10
HND,2022,1,65
HND,2022,2,92
HND,2022,3,62
HND,2022,4,48
HND,2022,5,42
HND,2022,6,27
HND,2022,7,29
HND,2022,8,38
HND,2022,9,38
HND,2022,10,66
HND,2022,11,62
HND,2022,12,53
HND,2023,1,39
HND,2023,2,38
HND,2023,3,50
HND,2023,4,457
HND,2023,5,1642
HND,2023,6,1819
HND,2023,7,1175
HND,2023,8,417
HRV,2022,1,218
HRV,2022,2,191
HRV,2022,3,195
HRV,2022,4,203
HRV,2022,5,242
HRV,2022,6,238
HRV,2022,7,320
HRV,2022,8,415
HRV,2022,9,336
HRV,2022,10,275
HRV,2022,11,190
HRV,2022,12,196
HRV,2023,1,191
HRV,2023,2,167
HRV,2023,3,198
HRV,2023,4,201
HRV,2023,5,246
HRV,2023,6,297
HRV,2023,7,343
HRV,2023,8,295
HTI,2022,1,148
HTI,2022,2,174
HTI,2022,3,63
HTI,2022,4,39
HTI,2022,5,33
HTI,2022,6,38
HTI,2022,7,29
HTI,2022,8,17
HTI,2022,9,25
HTI,2022,10,27
HTI,2022,11,27
HTI,2022,12,27
HTI,2023,1,30
HTI,2023,2,24
HTI,2023,3,18
HTI,2023,4,21
HTI,2023,5,14
HTI,2023,6,23
HTI,2023,7,17
HTI,2023,8,12
HUN,2022,1,366
HUN,2022,2,357
HUN,2022,3,377
HUN,2022,4,371
HUN,2022,5,425
HUN,2022,6,386
HUN,2022,7,434
HUN,2022,8,448
HUN,2022,9,403
HUN,2022,10,428
HUN,2022,11,371
HUN,2022,12,392
HUN,2023,1,426
HUN,2023,2,342
HUN,2023,3,399
HUN,2023,4,415
HUN,2023,5,426
HUN,2023,6,421
HUN,2023,7,465
HUN,2023,8,337
IDN,2022,1,1005
IDN,2022,2,718
IDN,2022,3,722
IDN,2022,4,645
IDN,2022,5,675
IDN,2022,6,795
IDN,2022,7,695
IDN,2022,8,647
IDN,2022,9,662
IDN,2022,10,1049
IDN,2022,11,1239
IDN,2022,12,985
IDN,2023,1,983
IDN,2023,2,868
IDN,2023,3,910
IDN,2023,4,618
IDN,2023,5,685
IDN,2023,6,741
IDN,2023,7,640
IDN,2023,8,438
IMN,2022,1,12
IMN,2022,2,17
IMN,2022,3,8
IMN,2022,4,11
IMN,2022,5,23
IMN,2022,6,17
IMN,2022,7,15
IMN,2022,8,21
IMN,2022,9,23
IMN,2022,10,30
IMN,2022,11,15
IMN,2022,12,9
IMN,2023,1,19
IMN,2023,2,17
IMN,2023,3,19
IMN,2023,4,13
IMN,2023,5,16
IMN,2023,6,23
IMN,2023,7,26
IMN,2023,8,15
IND,2022,1,989
IND,2022,2,1002
IND,2022,3,1002
IND,2022,4,766
IND,2022,5,815
IND,2022,6,1011
IND,2022,7,976
IND,2022,8,951
IND,2022,9,1029
IND,2022,10,1117
IND,2022,11,1199
IND,2022,12,1163
IND,2023,1,1260
IND,2023,2,1242
IND,2023,3,977
IND,2023,4,923
IND,2023,5,1031
IND,2023,6,909
IND,2023,7,1068
IND,2023,8,779
IOT,2022,1,2
IOT,2022,2,2
IOT,2022,3,2
IOT,2022,5,1
IOT,2022,9,1
IOT,2022,12,2
IOT,2023,1,2
IOT,2023,2,3
IOT,2023,3,1
IOT,2023,4,1
IOT,2023,5,1
IOT,2023,6,1
IOT,2023,7,1
IOT,2023,8,1
IRL,2022,1,205
IRL,2022,2,191
IRL,2022,3,165
IRL,2022,4,191
IRL,2022,5,252
IRL,2022,6,221
IRL,2022,7,241
IRL,2022,8,241
IRL,2022,9,236
IRL,2022,10,231
IRL,2022,11,206
IRL,2022,12,219
IRL,2023,1,227
IRL,2023,2,223
IRL,2023,3,226
IRL,2023,4,255
IRL,2023,5,226
IRL,2023,6,220
IRL,2023,7,285
IRL,2023,8,192
IRN,2022,1,520
IRN,2022,2,460
IRN,2022,3,477
IRN,2022,4,488
IRN,2022,5,481
IRN,2022,6,455
IRN,2022,7,540
IRN,2022,8,526
IRN,2022,9,448
IRN,2022,10,371
IRN,2022,11,412
IRN,2022,12,460
IRN,2023,1,511
IRN,2023,2,463
IRN,2023,3,441
IRN,2023,4,504
IRN,2023,5,481
IRN,2023,6,511
IRN,2023,7,533
IRN,2023,8,456
IRQ,2022,1,480
IRQ,2022,2,382
IRQ,2022,3,382
IRQ,2022,4,373
IRQ,2022,5,530
IRQ,2022,6,472
IRQ,2022,7,770
IRQ,2022,8,590
IRQ,2022,9,562
IRQ,2022,10,621
IRQ,2022,11,480
IRQ,2022,12,466
IRQ,2023,1,497
IRQ,2023,2,564
IRQ,2023,3,922
IRQ,2023,4,479
IRQ,2023,5,591
IRQ,2023,6,552
IRQ,2023,7,569
IRQ,2023,8,369
ISL,2022,1,40
ISL,2022,2,42
ISL,2022,3,30
ISL,2022,4,33
ISL,2022,5,47
ISL,2022,6,62
ISL,2022,7,70
ISL,2022,8,79
ISL,2022,9,54
ISL,2022,10,61
ISL,2022,11,40
ISL,2022,12,38
ISL,2023,1,45
ISL,2023,2,43
ISL,2023,3,48
ISL,2023,4,61
ISL,2023,5,64
ISL,2023,6,80
ISL,2023,7,80
ISL,2023,8,63
ISR,2022,1,194
ISR,2022,2,200
ISR,2022,3,338
ISR,2022,4,202
ISR,2022,5,199
ISR,2022,6,229
ISR,2022,7,179
ISR,2022,8,169
ISR,2022,9,188
ISR,2022,10,203
ISR,2022,11,207
ISR,2022,12,207
ISR,2023,1,233
ISR,2023,2,191
ISR,2023,3,212
ISR,2023,4,226
ISR,2023,5,207
ISR,2023,6,209
ISR,2023,7,222
ISR,2023,8,156
ITA,2022,1,1868
ITA,2022,2,1698
ITA,2022,3,1848
ITA,2022,4,1978
ITA,2022,5,2033
ITA,2022,6,2035
ITA,2022,7,2060
ITA,2022,8,2463
ITA,2022,9,2107
ITA,2022,10,2098
ITA,2022,11,1907
ITA,2022,12,1736
ITA,2023,1,1873
ITA,2023,2,1787
ITA,2023,3,1977
ITA,2023,4,2211
ITA,2023,5,2192
ITA,2023,6,2172
ITA,2023,7,2203
ITA,2023,8,1778
JAM,2022,1,32
JAM,2022,2,48
JAM,2022,3,23
JAM,2022,4,24
JAM,2022,5,21
JAM,2022,6,36
JAM,2022,7,14
JAM,2022,8,21
JAM,2022,9,17
JAM,2022,10,16
JAM,2022,11,26
JAM,2022,12,21
JAM,2023,1,33
JAM,2023,2,23
JAM,2023,3,29
JAM,2023,4,20
JAM,2023,5,35
JAM,2023,6,30
JAM,2023,7,22
JAM,2023,8,40
JEY,2022,1,9
JEY,2022,2,8
JEY,2022,3,9
JEY,2022,4,9
JEY,2022,5,17
JEY,2022,6,13
JEY,2022,7,10
JEY,2022,8,18
JEY,2022,9,7
JEY,2022,10,22
JEY,2022,11,7
JEY,2022,12,6
JEY,2023,1,7
JEY,2023,2,12
JEY,2023,3,10
JEY,2023,4,7
JEY,2023,5,13
JEY,2023,6,8
JEY,2023,7,16
JEY,2023,8,11
JOR,2022,1,61
JOR,2022,2,34
JOR,2022,3,108
JOR,2022,4,121
JOR,2022,5,57
JOR,2022,6,52
JOR,2022,7,41
JOR,2022,8,41
JOR,2022,9,34
JOR,2022,10,46
JOR,2022,11,43
JOR,2022,12,47
JOR,2023,1,50
JOR,2023,2,34
JOR,2023,3,41
JOR,2023,4,34
JOR,2023,5,53
JOR,2023,6,36
JOR,2023,7,35
JOR,2023,8,35
JPN,2022,1,650
JPN,2022,2,585
JPN,2022,3,681
JPN,2022,4,666
JPN,2022,5,726
JPN,2022,6,736
JPN,2022,7,624
JPN,2022,8,572
JPN,2022,9,619
JPN,2022,10,863
JPN,2022,11,763
JPN,2022,12,792
JPN,2023,1,733
JPN,2023,2,679
JPN,2023,3,721
JPN,2023,4,740
JPN,2023,5,744
JPN,2023,6,734
JPN,2023,7,727
JPN,2023,8,539
KAZ,2022,1,124
KAZ,2022,2,112
KAZ,2022,3,137
KAZ,2022,4,137
KAZ,2022,5,145
KAZ,2022,6,142
KAZ,2022,7,145
KAZ,2022,8,172
KAZ,2022,9,200
KAZ,2022,10,224
KAZ,2022,11,216
KAZ,2022,12,176
KAZ,2023,1,199
KAZ,2023,2,155
KAZ,2023,3,201
KAZ,2023,4,195
KAZ,2023,5,201
KAZ,2023,6,201
KAZ,2023,7,222
KAZ,2023,8,148
KEN,2022,1,163
KEN,2022,2,138
KEN,2022,3,194
KEN,2022,4,265
KEN,2022,5,297
KEN,2022,6,226
KEN,2022,7,197
KEN,2022,8,170
KEN,2022,9,270
KEN,2022,10,653
KEN,2022,11,605
KEN,2022,12,290
KEN,2023,1,332
KEN,2023,2,404
KEN,2023,3,402
KEN,2023,4,267
KEN,2023,5,335
KEN,2023,6,354
KEN,2023,7,331
KEN,2023,8,259
KGZ,2022,1,96
KGZ,2022,2,71
KGZ,2022,3,57
KGZ,2022,4,57
KGZ,2022,5,70
KGZ,2022,6,42
KGZ,2022,7,59
KGZ,2022,8,59
KGZ,2022,9,59
KGZ,2022,10,65
KGZ,2022,11,56
KGZ,2022,12,60
KGZ,2023,1,55
KGZ,2023,2,62
KGZ,2023,3,63
KGZ,2023,4,62
KGZ,2023,5,63
KGZ,2023,6,62
KGZ,2023,7,84
KGZ,2023,8,54
KHM,2022,1,82
KHM,2022,2,58
KHM,2022,3,43
KHM,2022,4,48
KHM,2022,5,75
KHM,2022,6,78
KHM,2022,7,87
KHM,2022,8,86
KHM,2022,9,57
KHM,2022,10,58
KHM,2022,11,81
KHM,2022,12,88
KHM,2023,1,89
KHM,2023,2,88
KHM,2023,3,117
KHM,2023,4,84
KHM,2023,5,69
KHM,2023,6,88
KHM,2023,7,63
KHM,2023,8,42
KIR,2022,1,9
KIR,2022,2,14
KIR,2022,3,13
KIR,2022,4,23
KIR,2022,5,20
KIR,2022,6,10
KIR,2022,7,9
KIR,2022,8,10
KIR,2022,9,9
KIR,2022,10,11
KIR,2022,11,12
KIR,2022,12,23
KIR,2023,1,8
KIR,2023,2,15
KIR,2023,3,12
KIR,2023,4,8
KIR,2023,5,14
KIR,2023,6,11
KIR,2023,7,7
KIR,2023,8,6
KNA,2022,1,7
KNA,2022,2,16
KNA,2022,3,10
KNA,2022,4,5
KNA,2022,5,5
KNA,2022,6,6
KNA,2022,7,1
KNA,2022,8,2
KNA,2022,9,5
KNA,2022,10,2
KNA,2022,11,7
KNA,2022,12,2
KNA,2023,1,4
KNA,2023,2,4
KNA,2023,3,8
KNA,2023,4,2
KNA,2023,5,6
KNA,2023,6,6
KNA,2023,7,4
KNA,2023,8,3
KOR,2022,1,212
KOR,2022,2,203
KOR,2022,3,194
KOR,2022,4,196
KOR,2022,5,178
KOR,2022,6,172
KOR,2022,7,161
KOR,2022,8,173
KOR,2022,9,233
KOR,2022,10,235
KOR,2022,11,231
KOR,2022,12,225
KOR,2023,1,188
KOR,2023,2,215
KOR,2023,3,238
KOR,2023,4,212
KOR,2023,5,223
KOR,2023,6,212
KOR,2023,7,233
KOR,2023,8,136
KWT,2022,1,22
KWT,2022,2,15
KWT,2022,3,52
KWT,2022,4,50
KWT,2022,5,31
KWT,2022,6,31
KWT,2022,7,24
KWT,2022,8,22
KWT,2022,9,25
KWT,2022,10,34
KWT,2022,11,28
KWT,2022,12,39
KWT,2023,1,40
KWT,2023,2,53
KWT,2023,3,34
KWT,2023,4,22
KWT,2023,5,25
KWT,2023,6,39
KWT,2023,7,25
KWT,2023,8,25
LAO,2022,1,41
LAO,2022,2,33
LAO,2022,3,30
LAO,2022,4,41
LAO,2022,5,38
LAO,2022,6,27
LAO,2022,7,45
LAO,2022,8,51
LAO,2022,9,32
LAO,2022,10,37
LAO,2022,11,45
LAO,2022,12,71
LAO,2023,1,69
LAO,2023,2,53
LAO,2023,3,83
LAO,2023,4,65
LAO,2023,5,62
LAO,2023,6,71
LAO,2023,7,46
LAO,2023,8,56
LBN,2022,1,363
LBN,2022,2,398
LBN,2022,3,517
LBN,2022,4,636
LBN,2022,5,265
LBN,2022,6,62
LBN,2022,7,70
LBN,2022,8,28
LBN,2022,9,39
LBN,2022,10,37
LBN,2022,11,37
LBN,2022,12,36
LBN,2023,1,69
LBN,2023,2,95
LBN,2023,3,164
LBN,2023,4,153
LBN,2023,5,86
LBN,2023,6,114
LBN,2023,7,64
LBN,2023,8,51
LBR,2022,1,16
LBR,2022,2,27
LBR,2022,3,18
LBR,2022,4,14
LBR,2022,5,30
LBR,2022,6,27
LBR,2022,7,50
LBR,2022,8,20
LBR,2022,9,27
LBR,2022,10,24
LBR,2022,11,26
LBR,2022,12,38
LBR,2023,1,23
LBR,2023,2,20
LBR,2023,3,23
LBR,2023,4,15
LBR,2023,5,18
LBR,2023,6,23
LBR,2023,7,22
LBR,2023,8,13
LBY,2022,1,378
LBY,2022,2,235
LBY,2022,3,508
LBY,2022,4,330
LBY,2022,5,515
LBY,2022,6,395
LBY,2022,7,204
LBY,2022,8,162
LBY,2022,9,169
LBY,2022,10,304
LBY,2022,11,376
LBY,2022,12,261
LBY,2023,1,263
LBY,2023,2,206
LBY,2023,3,172
LBY,2023,4,186
LBY,2023,5,155
LBY,2023,6,128
LBY,2023,7,94
LBY,2023,8,67
LCA,2022,1,18
LCA,2022,2,24
LCA,2022,3,33
LCA,2022,4,37
LCA,2022,5,11
LCA,2022,6,15
LCA,2022,7,37
LCA,2022,8,17
LCA,2022,9,14
LCA,2022,10,12
LCA,2022,11,20
LCA,2022,12,59
LCA,2023,1,17
LCA,2023,2,11
LCA,2023,3,17
LCA,2023,4,11
LCA,2023,5,16
LCA,2023,6,13
LCA,2023,7,8
LCA,2023,8,8
LIE,2022,1,18
LIE,2022,2,17
LIE,2022,3,13
LIE,2022,4,7
LIE,2022,5,29
LIE,2022,6,12
LIE,2022,7,17
LIE,2022,8,25
LIE,2022,9,18
LIE,2022,10,24
LIE,2022,11,10
LIE,2022,12,16
LIE,2023,1,18
LIE,2023,2,11
LIE,2023,3,18
LIE,2023,4,27
LIE,2023,5,21
LIE,2023,6,26
LIE,2023,7,16
LIE,2023,8,17
LKA,2022,1,130
LKA,2022,2,108
LKA,2022,3,162
LKA,2022,4,116
LKA,2022,5,151
LKA,2022,6,133
LKA,2022,7,149
LKA,2022,8,111
LKA,2022,9,108
LKA,2022,10,215
LKA,2022,11,180
LKA,2022,12,162
LKA,2023,1,142
LKA,2023,2,180
LKA,2023,3,290
LKA,2023,4,346
LKA,2023,5,229
LKA,2023,6,954
LKA,2023,7,857
LKA,2023,8,545
LSO,2022,1,13
LSO,2022,2,20
LSO,2022,3,11
LSO,2022,4,13
LSO,2022,5,32
LSO,2022,6,67
LSO,2022,7,30
LSO,2022,8,18
LSO,2022,9,24
LSO,2022,10,43
LSO,2022,11,34
LSO,2022,12,53
LSO,2023,1,51
LSO,2023,2,34
LSO,2023,3,43
LSO,2023,4,27
LSO,2023,5,25
LSO,2023,6,26
LSO,2023,7,23
LSO,2023,8,17
LTU,2022,1,116
LTU,2022,2,108
LTU,2022,3,92
LTU,2022,4,94
LTU,2022,5,123
LTU,2022,6,141
LTU,2022,7,132
LTU,2022,8,138
LTU,2022,9,119
LTU,2022,10,123
LTU,2022,11,119
LTU,2022,12,125
LTU,2023,1,123
LTU,2023,2,115
LTU,2023,3,108
LTU,2023,4,123
LTU,2023,5,133
LTU,2023,6,159
LTU,2023,7,181
LTU,2023,8,116
LUX,2022,1,86
LUX,2022,2,80
LUX,2022,3,81
LUX,2022,4,84
LUX,2022,5,106
LUX,2022,6,87
LUX,2022,7,95
LUX,2022,8,114
LUX,2022,9,86
LUX,2022,10,76
LUX,2022,11,75
LUX,2022,12,76
LUX,2023,1,84
LUX,2023,2,89
LUX,2023,3,105
LUX,2023,4,90
LUX,2023,5,96
LUX,2023,6,93
LUX,2023,7,99
LUX,2023,8,84
LVA,2022,1,143
LVA,2022,2,115
LVA,2022,3,115
LVA,2022,4,107
LVA,2022,5,150
LVA,2022,6,125
LVA,2022,7,154
LVA,2022,8,148
LVA,2022,9,138
LVA,2022,10,129
LVA,2022,11,132
LVA,2022,12,135
LVA,2023,1,136
LVA,2023,2,117
LVA,2023,3,141
LVA,2023,4,141
LVA,2023,5,135
LVA,2023,6,160
LVA,2023,7,189
LVA,2023,8,120
MAR,2022,1,84
MAR,2022,2,96
MAR,2022,3,112
MAR,2022,4,206
MAR,2022,5,286
MAR,2022,6,110
MAR,2022,7,91
MAR,2022,8,145
MAR,2022,9,104
MAR,2022,10,136
MAR,2022,11,120
MAR,2022,12,137
MAR,2023,1,170
MAR,2023,2,121
MAR,2023,3,159
MAR,2023,4,153
MAR,2023,5,130
MAR,2023,6,129
MAR,2023,7,136
MAR,2023,8,73
MCO,2022,1,13
MCO,2022,2,11
MCO,2022,3,9
MCO,2022,4,7
MCO,2022,5,19
MCO,2022,6,5
MCO,2022,7,8
MCO,2022,8,13
MCO,2022,9,13
MCO,2022,10,8
MCO,2022,11,9
MCO,2022,12,5
MCO,2023,1,5
MCO,2023,2,18
MCO,2023,3,8
MCO,2023,4,10
MCO,2023,5,16
MCO,2023,6,11
MCO,2023,7,4
MCO,2023,8,6
MDA,2022,1,73
MDA,2022,2,69
MDA,2022,3,60
MDA,2022,4,133
MDA,2022,5,98
MDA,2022,6,96
MDA,2022,7,68
MDA,2022,8,85
MDA,2022,9,74
MDA,2022,10,92
MDA,2022,11,69
MDA,2022,12,68
MDA,2023,1,74
MDA,2023,2,108
MDA,2023,3,102
MDA,2023,4,72
MDA,2023,5,73
MDA,2023,6,78
MDA,2023,7,100
MDA,2023,8,57
MDG,2022,1,276
MDG,2022,2,628
MDG,2022,3,788
MDG,2022,4,971
MDG,2022,5,229
MDG,2022,6,291
MDG,2022,7,183
MDG,2022,8,116
MDG,2022,9,116
MDG,2022,10,151
MDG,2022,11,157
MDG,2022,12,48
MDG,2023,1,72
MDG,2023,2,73
MDG,2023,3,73
MDG,2023,4,221
MDG,2023,5,80
MDG,2023,6,80
MDG,2023,7,139
MDG,2023,8,113
MDV,2022,1,18
MDV,2022,2,15
MDV,2022,3,22
MDV,2022,4,13
MDV,2022,5,14
MDV,2022,6,21
MDV,2022,7,17
MDV,2022,8,20
MDV,2022,9,20
MDV,2022,10,14
MDV,2022,11,20
MDV,2022,12,19
MDV,2023,1,21
MDV,2023,2,17
MDV,2023,3,24
MDV,2023,4,15
MDV,2023,5,25
MDV,2023,6,16
MDV,2023,7,9
MDV,2023,8,10
MEX,2022,1,389
MEX,2022,2,359
MEX,2022,3,392
MEX,2022,4,397
MEX,2022,5,447
MEX,2022,6,403
MEX,2022,7,382
MEX,2022,8,431
MEX,2022,9,377
MEX,2022,10,479
MEX,2022,11,461
MEX,2022,12,346
MEX,2023,1,392
MEX,2023,2,421
MEX,2023,3,460
MEX,2023,4,365
MEX,2023,5,368
MEX,2023,6,421
MEX,2023,7,368
MEX,2023,8,279
MHL,2022,1,5
MHL,2022,2,2
MHL,2022,3,2
MHL,2022,4,4
MHL,2022,5,3
MHL,2022,7,1
MHL,2022,8,1
MHL,2022,10,3
MHL,2022,11,2
MHL,2022,12,1
MHL,2023,1,2
MHL,2023,4,2
MHL,2023,5,3
MHL,2023,6,4
MHL,2023,7,2
MHL,2023,8,3
MKD,2022,1,46
MKD,2022,2,34
MKD,2022,3,49
MKD,2022,4,48
MKD,2022,5,36
MKD,2022,6,30
MKD,2022,7,50
MKD,2022,8,52
MKD,2022,9,51
MKD,2022,10,47
MKD,2022,11,49
MKD,2022,12,45
MKD,2023,1,50
MKD,2023,2,49
MKD,2023,3,47
MKD,2023,4,60
MKD,2023,5,51
MKD,2023,6,56
MKD,2023,7,56
MKD,2023,8,51
MLI,2022,1,195
MLI,2022,2,154
MLI,2022,3,134
MLI,2022,4,121
MLI,2022,5,179
MLI,2022,6,110
MLI,2022,7,94
MLI,2022,8,98
MLI,2022,9,123
MLI,2022,10,146
MLI,2022,11,337
MLI,2022,12,177
MLI,2023,1,122
MLI,2023,2,116
MLI,2023,3,101
MLI,2023,4,79
MLI,2023,5,95
MLI,2023,6,81
MLI,2023,7,66
MLI,2023,8,66
MLT,2022,1,25
MLT,2022,2,22
