country_iso_a3,source_microsoft,creation_year,all_ways,modified_ways,modified_ways_share,avg_n_contributions
BTN,0,2021-01-01 00:00:00+00,102933,8785,0.08534677897272984,1.097772337345652
BTN,0,2022-01-01 00:00:00+00,16863,1154,0.06843384925576707,1.085571962284291
BTN,0,2023-01-01 00:00:00+00,53715,9339,0.17386204970678582,1.176133296099786
BTN,0,2024-01-01 00:00:00+00,2275,10,0.004395604395604396,1.0057142857142858
BTN,1,2023-01-01 00:00:00+00,3587,125,0.03484806244772791,1.0351268469473098
BTN,1,2024-01-01 00:00:00+00,45,1,0.022222222222222223,1.0222222222222221
BWA,0,2018-01-01 00:00:00+00,49661,22258,0.44819878778115624,1.5960008860071284
BWA,0,2019-01-01 00:00:00+00,12606,3236,0.25670315722671744,1.3286530223703
BWA,0,2020-01-01 00:00:00+00,824896,279081,0.33832264915819693,1.3932313891690589
BWA,0,2021-01-01 00:00:00+00,165835,40472,0.24404980854463773,1.26495613109416
BWA,0,2022-01-01 00:00:00+00,22789,1106,0.048532186581245335,1.0502435385493
BWA,0,2023-01-01 00:00:00+00,14242,571,0.04009268361185227,1.0417076253335207
BWA,0,2024-01-01 00:00:00+00,4528,93,0.02053886925795053,1.0209805653710247
BWA,1,2022-01-01 00:00:00+00,9,0,0.0,1.0
CAF,0,2018-01-01 00:00:00+00,10992,2102,0.19122998544395925,1.2177037845705967
CAF,0,2019-01-01 00:00:00+00,160509,87866,0.5474210168900187,1.6858992330648126
CAF,0,2020-01-01 00:00:00+00,265348,102383,0.3858442498153368,1.4580776941978082
CAF,0,2021-01-01 00:00:00+00,18790,4001,0.21293241085683876,1.3317722192655668
CAF,0,2022-01-01 00:00:00+00,33392,2257,0.06759103977000479,1.0719034499281266
CAF,0,2023-01-01 00:00:00+00,5783,489,0.08455818779180356,1.085076949680097
CAF,0,2024-01-01 00:00:00+00,128,0,0.0,1.0
CAF,1,2022-01-01 00:00:00+00,144,0,0.0,1.0
CAF,1,2023-01-01 00:00:00+00,238,4,0.01680672268907563,1.0168067226890756
CAF,1,2024-01-01 00:00:00+00,2537,2,0.0007883326763894363,1.0007883326763893
CAN,0,2018-01-01 00:00:00+00,676808,262764,0.3882400917246841,1.6525883263791208
CAN,0,2019-01-01 00:00:00+00,1349575,263141,0.19498064205397997,1.2655421151103126
CAN,0,2020-01-01 00:00:00+00,1198751,294973,0.24606694801505902,1.3017490704908692
CAN,0,2021-01-01 00:00:00+00,342236,52158,0.15240360453020724,1.2309926483479237
CAN,0,2022-01-01 00:00:00+00,373206,98949,0.26513239336988154,1.3507392700010181
CAN,0,2023-01-01 00:00:00+00,365500,43066,0.11782763337893297,1.1769958960328317
CAN,0,2024-01-01 00:00:00+00,292347,20082,0.0686923416351117,1.0774901059357544
CAN,1,2020-01-01 00:00:00+00,39891,9178,0.230076959715224,1.337294126494698
CAN,1,2021-01-01 00:00:00+00,73509,13274,0.18057652804418506,1.272075528166619
